"link","title","depth","statusCode"
"https://medium.com/@KevinAllred/administrative-leave-pt-5-47eeb2d59041?source=user_profile---------3---------",,2,200
"https://medium.com/@KevinAllred/administrative-leave-pt-5-47eeb2d59041?source=user_profile---------3---------#--responses",,2,200
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40KevinAllred%2Fa-knock-on-the-door-pt-1-273bf7f54d2c%3Fsource%3Dreading_list---------4-3--------",,2,200
"https://medium.com/@KevinAllred?source=post_header_lockup",,2,200
"https://medium.com/tag/police-brutality?source=post",,2,200
"https://medium.com/tag/free-speech?source=post",,2,200
"https://medium.com/tag/academia?source=post",,2,200
"https://medium.com/tag/teaching?source=post",,2,200
"https://medium.com/tag/police?source=post",,2,200
"https://medium.com/@KevinAllred?source=footer_card","Go to the profile of Kevin Allred",2,200
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40washingtonpost",,2,200
"https://medium.com/thewashingtonpost",,2,200
